basDt,bizYear,crno,enpBzopPft,enpCptlAmt,enpCrtmNpf,enpSaleAmt,enpTastAmt,enpTcptAmt,enpTdbtAmt,fnclDcd,fnclDcdNm,fnclDebtRto,iclsPalClcAmt
20201231,2020,1101116493813,1606240,300000,1255672,21992753,8167861,2104021,6063840,120,요약별도재무정보,288.2024466485,1462256
20171231,2017,1101113244970,-2784698,300000,-3318950,9955754,52975877,51641069,1334808,120,요약별도재무정보,2.5847799548,-3318950
20191231,2019,2001110495915,30854,10000,39559,522644,329541,-65019,394560,120,요약별도재무정보,-606.8380011996,39559
20161231,2016,2001110130339,490,1000,73,8917,18315,7412,10903,110,요약연결재무제표,147.1,213
20171231,2017,2001110130339,323936,1000000,158159,7303058,17732824,7704384,10028440,120,요약별도재무정보,130.1653707811,270460
20181231,2018,2001110130339,69802,1000000,346569,5567560,15970543,7625969,8344574,120,요약별도재무정보,109.4231303589,554457
20191231,2019,2001110130339,-62289,1000000,15862,4828375,16454217,7693170,8761047,120,요약별도재무정보,113.8808449572,47271
20161231,2016,1201110473835,-19582,100000,-34394,82919,132912,-442379,575291,120,요약별도재무정보,-130.0448258167,-34394
20171231,2017,1201110473835,-32955,100000,-53350,178164,272595,-495729,768324,120,요약별도재무정보,-154.9887135914,-53350
20181231,2018,1201110473835,-45272,175000,-46180,648667,298927,-391909,690836,120,요약별도재무정보,-176.2745943573,-46180
20191231,2019,1201110473835,9146,175000,12593,1164885,460590,-379315,839905,120,요약별도재무정보,-221.4267824894,12593
20201231,2020,1201110473835,5967,175000,8429,837882,295508,-370886,666394,120,요약별도재무정보,-179.6762347459,8429
20191231,2019,1201110915366,-22432,41600,76081,374219,244736,3459,241277,120,요약별도재무정보,6975.339693553,76081
20201231,2020,1201110915366,99716,52015,96861,514719,599193,300288,298905,120,요약별도재무정보,99.5394421355,97293
20161231,2016,1201110039653,1719717,300000,561540,4770849,11510804,5383193,6127611,120,요약별도재무정보,113.8285586268,899071
20171231,2017,1201110039653,615911,300000,501671,4174435,11871553,5884864,5986689,120,요약별도재무정보,101.7302863753,659837
20181231,2018,1201110039653,823394,300000,646088,3612938,21361654,4730313,16631341,120,요약별도재무정보,351.5907086909,873910
20161231,2016,1614110018701,73401,300000,24653,2207123,4471579,1243423,3228156,120,요약별도재무정보,259.6184886398,37719
20171231,2017,1614110018701,87770,300000,13255,1610428,4904443,1256678,3647765,120,요약별도재무정보,290.2704590993,19308
20181231,2018,1614110018701,6147,300000,147918,1620894,4639406,1404596,3234810,120,요약별도재무정보,230.3018092035,152976
20191231,2019,1614110018701,108294,300000,40342,2258302,4663464,1444938,3218526,120,요약별도재무정보,222.7449205433,40755
20201231,2020,1614110018701,77341,300000,20190,1448424,4809508,1465128,3344380,120,요약별도재무정보,228.2653802261,20190
20201231,2020,1201111072321,7646,150000,10901,100989,171827,160901,10926,120,요약별도재무정보,6.7905109352,10901
20181231,2018,1201110952657,49784,20000,44751,1055028,471603,64751,406852,120,요약별도재무정보,628.3331531559,49820
20191231,2019,1201110952657,103990,20000,97558,2196277,658577,162309,496268,120,요약별도재무정보,305.7550721155,108811
20161231,2016,2849110065861,1030884,200000,613705,25320207,11728027,5334128,6393899,120,요약별도재무정보,119.8677459558,841418
20171231,2017,2849110065861,1219035,200000,1189000,24976092,22474453,6523128,15951325,120,요약별도재무정보,244.5349071795,1497543
20181231,2018,2849110065861,1461,200,1083,35470,16492,7122,9370,110,요약연결재무제표,131.56,1419
20191231,2019,2849110065861,195,200,98,20051,19294,7515,11779,110,요약연결재무제표,156.74,286
20161231,2016,1201110296047,-33937,300000,1876,584743,929884,198463,731421,120,요약별도재무정보,368.5427510417,1876
20171231,2017,1201110296047,-61157,300000,-78075,550755,873384,120387,752997,120,요약별도재무정보,625.4803259488,-78075
20181231,2018,1201110296047,-515,300000,3121,574216,876428,123509,752919,120,요약별도재무정보,609.6065873741,3121
20191231,2019,1201110296047,-32621,300000,10544,658041,904627,134053,770574,120,요약별도재무정보,574.82786659,10544
20201231,2020,1201110296047,9238,300000,11940,729208,1029813,145993,883820,120,요약별도재무정보,605.3851897008,11940
20161231,2016,1246110259223,215505,250000,150930,3840928,3216397,2167505,1048892,120,요약별도재무정보,48.3916761437,167958
20171231,2017,1246110259223,183755,250000,119899,3236738,3343191,2287404,1055787,120,요약별도재무정보,46.156560013,133820
20181231,2018,1246110259223,154443,250000,95569,3154485,3330261,2382975,947286,120,요약별도재무정보,39.75224247,107048
20191231,2019,1246110259223,139984,250000,81778,2557871,3380171,2264753,1115418,120,요약별도재무정보,49.2511986958,90789
20201231,2020,1246110259223,658542,250000,625420,6412120,4052155,2890173,1161982,120,요약별도재무정보,40.204582909,625420
20171231,2017,1101116245769,-14,10,-14,32,13,-5,18,110,요약연결재무제표,0,-14
20181231,2018,1101116245769,-31,10,-28,148,100,-33,133,110,요약연결재무제표,0,-28
20191231,2019,1101116245769,-115,124,-118,5,259,148,111,110,요약연결재무제표,75,-118
20201231,2020,1101116245769,36,124,192,177,495,342,153,110,요약연결재무제표,44.74,193
20181231,2018,1201110954546,57964,50000,54986,605807,504180,104986,399194,120,요약별도재무정보,380.235459966,54986
20191231,2019,1201110954546,37290,50000,25299,485094,377563,130286,247277,120,요약별도재무정보,189.7955267641,25299
20201231,2020,1201110954546,86930,50000,76135,1517790,431746,206420,225326,120,요약별도재무정보,109.1589962212,76135
20161231,2016,1355110276135,604,50,507,1396,1007,560,447,110,요약연결재무제표,79.82,596
20171231,2017,1355110276135,-498046,50000,-440607,716135,924759,119395,805364,120,요약별도재무정보,674.5374596926,-440381
20181231,2018,1355110276135,-36,200,21,618,683,290,393,110,요약연결재무제표,135.52,21
20191231,2019,1355110276135,97831,200000,88846,1134958,886105,379299,506806,120,요약별도재무정보,133.6164872567,88846
20201231,2020,1355110276135,326,200,291,3711,1962,670,1292,110,요약연결재무제표,192.84,291
20171231,2017,1201110896590,504757,50000,504775,1898000,1218576,554776,663800,120,요약별도재무정보,119.6518955398,504775
20181231,2018,1201110896590,58426,50000,50707,337000,573373,520457,52916,120,요약별도재무정보,10.1672184253,56708
20191231,2019,1201110896590,14509,50000,9996,747300,649407,530454,118953,120,요약별도재무정보,22.4247531359,12793
20201231,2020,1201110896590,48409,50000,34829,885000,1150490,527283,623207,120,요약별도재무정보,118.1921283257,39957
20161231,2016,1201110437146,84762,50000,61740,1428359,933972,568495,365477,120,요약별도재무정보,64.2885161698,71611
20171231,2017,1201110437146,64631,50000,54733,1341658,806235,603229,203006,120,요약별도재무정보,33.6532229053,63061
20181231,2018,1201110437146,-44237,50000,-23421,1269297,725428,559808,165620,120,요약별도재무정보,29.5851434777,-23337
20191231,2019,1201110437146,-21425,50000,-17800,1193502,647704,522008,125696,120,요약별도재무정보,24.0793244547,-16896
20201231,2020,1201110437146,-61010,50000,-62074,987048,602402,439933,162469,120,요약별도재무정보,36.9303962194,-62074
20171231,2017,1201110827628,13680,100000,7053,766844,275964,55352,220612,120,요약별도재무정보,398.5619309148,7053
20181231,2018,1201110827628,25090,100000,12026,1064443,549303,67379,481924,120,요약별도재무정보,715.2436218999,12262
20191231,2019,1201110827628,94198,100000,79646,508583,564216,147025,417191,120,요약별도재무정보,283.755143683,80200
20181231,2018,1201110918154,-46831,20000,-48121,438370,534029,-28121,562150,120,요약별도재무정보,-1999.0398634472,-48121
20191231,2019,1201110918154,-134716,20000,-137197,148350,381351,-165317,546668,120,요약별도재무정보,-330.678635591,-137197
20201231,2020,1201110918154,-2570,20000,-4547,315460,465665,-169863,635528,120,요약별도재무정보,-374.1415140436,-4547
20161231,2016,1201110127549,233023,250000,144061,17523207,8284157,3052350,5231807,120,요약별도재무정보,171.4025914459,163965
20171231,2017,1201110127549,311807,250000,157177,18995588,9028207,3209527,5818680,120,요약별도재무정보,181.2940037581,187899
20181231,2018,1201110127549,206024,250000,116574,17163963,8024210,3337651,4686559,120,요약별도재무정보,140.4148905922,129678
20191231,2019,1201110127549,154292,250000,61422,16170576,8215613,2899073,5316540,120,요약별도재무정보,183.3875863077,67678
20201231,2020,1201110127549,-790,249,-867,15473,8317,2032,6285,110,요약연결재무제표,309.3,-865
20171231,2017,1101111433468,658008,600000,517008,11670554,6032747,3334477,2698270,110,요약연결재무정보,80.92,615538
20171231,2017,1101111433468,658008,600000,517008,11670554,6032747,3334477,2698270,110,요약연결재무정보,80.92,615538
20181231,2018,1101111433468,399865,600000,215457,9572405,6159505,3549934,2609571,110,요약연결재무정보,73.51,308685
20181231,2018,1101111433468,399865,600000,215457,9572405,6159505,3549934,2609571,110,요약연결재무정보,73.51,308685
20210602,2019,1101111433468,-205907,600000,-455308,13397620,10639250,2527553,8111698,110,요약연결재무정보,320.93,-450918
20220424,2019,1101111433468,-205907,600000,-455308,13397620,10639250,2527553,8111698,110,요약연결재무정보,320.93,-450918
20210602,2020,1101111433468,1332570,600000,385564,15838527,7985440,2913116,5072323,110,요약연결재무정보,174.12,537429
20220424,2020,1101111433468,1332570,600000,385564,15838527,7985440,2913116,5072323,110,요약연결재무정보,174.12,537429
20161231,2016,1341110039847,-284,2700,-1274,15040,32624,9889,22735,110,요약연결재무제표,229.9,-1101
20171231,2017,1341110039847,553550,2700000,-2833031,9332027,18951391,5080507,13870884,120,요약별도재무정보,273.0216492172,5288
20181231,2018,1341110039847,1803847,2700000,1005605,10643412,19119370,6097452,13021918,120,요약별도재무정보,213.5632720027,1281930
20191231,2019,1341110039847,1714860,2700000,1022069,10207479,20272631,7384016,12888615,120,요약별도재무정보,174.5474955633,1361281
20201231,2020,1341110039847,2009626,2700000,1698955,13420691,22251228,8930691,13320537,120,요약별도재무정보,149.1546062897,1693430
20161231,2016,1341110207436,-40236,50000,-40907,1537013,1007836,916346,91490,120,요약별도재무정보,9.9842199343,-40907
20171231,2017,1341110207436,42567,50000,25646,1010785,984067,941992,42075,120,요약별도재무정보,4.4665984424,28093
20191231,2019,1341110207436,7016,50000,5190,1223999,1102248,967502,134746,120,요약별도재무정보,13.927206352,7219
20161231,2016,1201110968456,71,89,71,1028,282,89,193,110,요약연결재무제표,216.85,71
20171231,2017,1201110968456,57,8,101,1455,596,8,588,110,요약연결재무제표,7350,101
20181231,2018,1201110968456,-11028,100000,-11446,15800,837121,98554,738567,120,요약별도재무정보,749.4033727702,-11446
20191231,2019,1201110968456,-137,112,13,1178,772,231,541,110,요약연결재무제표,234.2,13
20201231,2020,1201110968456,-187,112,16,1155,1005,247,758,110,요약연결재무제표,306.88,16
20191231,2019,1345150000694,1227,10000,1141,32000,995347,11141,984206,120,요약별도재무정보,8834.0902971007,1255
20201231,2020,1345150000694,187360,10000,137772,837000,2107276,148913,1958363,120,요약별도재무정보,1315.1054642643,188303
20191231,2019,1101117026803,219,5,207,849,373,212,161,110,요약연결재무제표,75.94,223
20201231,2020,1101117026803,306,150,277,1758,971,634,337,110,요약연결재무제표,53.15,295
20161231,2016,1311110389295,75476,50000,53507,542219,378380,216082,162298,120,요약별도재무정보,75.1094491905,60374
20171231,2017,1311110389295,29368,50000,26613,490484,370543,242695,127848,120,요약별도재무정보,52.6784647396,30217
20181231,2018,1311110389295,-38662,50000,-38728,243109,411308,203967,207341,120,요약별도재무정보,101.654189158,-38728
20191231,2019,1311110389295,-29285,50000,-30474,404462,519460,173493,345967,120,요약별도재무정보,199.4126564184,-30474
20161231,2016,1345110067832,130239,199999,130285,2933936,1821209,510744,1310465,120,요약별도재무정보,256.5796171859,130285
20171231,2017,1345110067832,44731,200000,7456,1674923,1763102,518201,1244901,120,요약별도재무정보,240.235159716,7492
20181231,2018,1345110067832,106432,200000,68206,5540575,1862318,586406,1275912,120,요약별도재무정보,217.5816754944,68242
20191231,2019,1345110067832,57298,200000,30775,2498082,1722196,617181,1105015,120,요약별도재무정보,179.0422906732,30775
20201231,2020,1345110067832,-329784,200000,-370474,3260440,2963855,246707,2717148,120,요약별도재무정보,1101.366398197,-370474
20161231,2016,1311110438737,-8649,500,-8648,0,12352,-8148,20500,120,요약별도재무정보,-251.5954835542,-8648
20171231,2017,1311110438737,241132,500,212047,729421,248449,203899,44550,120,요약별도재무정보,21.8490527172,241238
20181231,2018,1311110438737,201844,500,177863,954427,1097690,381762,715928,120,요약별도재무정보,187.5325464556,201985
20201231,2020,1311110438737,608788,500,481892,1621923,2080229,815783,1264446,120,요약별도재무정보,154.9978364344,580834
20171231,2017,1311110489673,-1711,5000,-2024,64211,212746,2976,209770,120,요약별도재무정보,7048.7231182795,-2024
20181231,2018,1311110489673,-44089,5000,-50993,163928,202122,-48017,250139,120,요약별도재무정보,-520.9384176437,-50993
20191231,2019,1311110489673,-36188,5000,-39011,161775,222039,-87028,309067,120,요약별도재무정보,-355.135128924,-39011
20161231,2016,1101117217709,57,91,63,679,121,91,30,110,요약연결재무제표,32.97,63
20171231,2017,1101117217709,53,29,53,659,148,29,119,110,요약연결재무제표,410.34,53
20181231,2018,1101117217709,86,337,89,1010,445,337,108,110,요약연결재무제표,32.05,89
20201231,2020,1101117217709,21382,70000,13441,863916,497561,96650,400911,120,요약별도재무정보,414.8070356958,15061
20181231,2018,1101115395656,13037,70000,22899,633313,413766,250229,163537,120,요약별도재무정보,65.3549348796,23140
20191231,2019,1101115395656,7592,70000,20432,568702,330395,270660,59735,120,요약별도재무정보,22.0701248799,20647
20201231,2020,1101115395656,22337,70000,24481,669085,478451,295142,183309,120,요약별도재무정보,62.1087476536,24730
20161231,2016,1311110330967,-34924,500000,5729,3139,1208912,1204798,4114,120,요약별도재무정보,.3414680303,5729
20171231,2017,1311110330967,-14687,500000,10837,226177,1221435,1215635,5800,120,요약별도재무정보,.4771168977,10837
20181231,2018,1311110330967,-38343,500000,-38314,106690,1194990,1176585,18405,120,요약별도재무정보,1.5642728744,-38314
20191231,2019,1311110330967,-84056,500000,-64506,114702,1132950,1112078,20872,120,요약별도재무정보,1.8768467679,-64506
20201231,2020,1311110330967,-99571,500000,-86117,74436,1062193,1025961,36232,120,요약별도재무정보,3.5315182545,-86117
20161231,2016,1101114772607,18161,500000,14496,1035360,899235,468078,431157,120,요약별도재무정보,92.1122120672,14935
20181231,2018,1101114772607,122615,500000,120386,1139779,1023647,755705,267942,120,요약별도재무정보,35.4558987964,120386
20161231,2016,1101114224723,-41411,100000,-41688,264184,158479,-40824,199303,120,요약별도재무정보,-488.2005682931,-41688
20171231,2017,1101114224723,14602,100000,14342,415741,80155,-26482,106637,120,요약별도재무정보,-402.6772902348,14342
20181231,2018,1101114224723,25535,100000,18938,275225,125064,-7543,132607,120,요약별도재무정보,-1758.0140527641,18938
20191231,2019,1101114224723,224215,100000,214043,453700,249042,206500,42542,120,요약별도재무정보,20.6014527845,224290
20181231,2018,1311110513084,12704,20000,12843,177649,323343,32843,290500,120,요약별도재무정보,884.5111591511,12843
20191231,2019,1311110513084,-30990,20000,-2858,284746,316521,29985,286536,120,요약별도재무정보,955.5977988994,-2858
20201231,2020,1311110513084,-30441,20000,-19282,329312,333136,10704,322432,120,요약별도재무정보,3012.2571001494,-19282
20161231,2016,1342110166309,135,80,124,2209,563,242,321,110,요약연결재무제표,132.64,135
20171231,2017,1342110166309,167,80,155,1662,682,397,285,110,요약연결재무제표,71.79,167
20181231,2018,1342110166309,127582,80000,116597,1934163,1465630,513834,951796,120,요약별도재무정보,185.2341417656,131136
20191231,2019,1342110166309,178248,280000,171418,1948977,2082689,885251,1197438,120,요약별도재무정보,135.2653654161,180690
20201231,2020,1342110166309,183333,280000,179490,1982950,6095641,1064741,5030900,120,요약별도재무정보,472.4998849485,195701
20181231,2018,1342110189096,4984,30000,3312,236530,100226,59747,40479,120,요약별도재무정보,67.7506820426,3726
20191231,2019,1342110189096,32150,30000,27814,396486,145363,87561,57802,120,요약별도재무정보,66.0134077957,31255
20201231,2020,1342110189096,7822,30000,7590,444609,191657,95151,96506,120,요약별도재무정보,101.4240522958,8680
20171231,2017,1311110466275,46035,150000,50310,1056824,333013,193674,139339,120,요약별도재무정보,71.945124281,50310
20181231,2018,1311110466275,-2766,200000,54975,1077590,760711,398649,362062,120,요약별도재무정보,90.8222521566,58743
20191231,2019,1311110466275,138504,200000,182923,2641260,894550,581572,312978,120,요약별도재무정보,53.8158645877,183586
20201231,2020,1311110466275,147578,200000,190350,2763367,1491306,771922,719384,120,요약별도재무정보,93.1938719197,192288
20181231,2018,1311110524362,24,20,22,504,93,42,51,110,요약연결재무제표,121.43,24
20191231,2019,1311110524362,50,20,46,1271,140,88,52,110,요약연결재무제표,59.09,51
20171231,2017,1311110463982,4638,20100,4462,153966,176112,23480,152632,120,요약별도재무정보,650.0511073253,4462
20181231,2018,1311110463982,-1476,50100,4504,131270,330093,57983,272110,120,요약별도재무정보,469.2927237293,4777
20191231,2019,1311110463982,-81212,50100,4704,369025,455801,62688,393113,120,요약별도재무정보,627.0944997447,5086
20201231,2020,1311110463982,-176708,50100,78679,508359,752210,141367,610843,120,요약별도재무정보,432.0973070094,79123
20161231,2016,1345110296506,-12997,50000,-4093,1300,45907,45907,0,120,요약별도재무정보,0,-4093
20171231,2017,1345110296506,-164533,50000,-149886,39010,399741,-103979,503720,120,요약별도재무정보,-484.443974264,-149886
20181231,2018,1345110296506,-35022,50000,-42589,155363,474748,-146568,621316,120,요약별도재무정보,-423.909721085,-42589
20161231,2016,1311110259373,428647,30000,332725,6876347,1887760,1069567,818193,120,요약별도재무정보,76.4975920162,401378
20171231,2017,1311110259373,459784,30000,347647,6276111,2137875,1399214,738661,120,요약별도재무정보,52.7911384534,394392
20181231,2018,1311110259373,657496,30000,511315,8550248,2789475,1892529,896946,120,요약별도재무정보,47.3940425747,613062
20191231,2019,1311110259373,682284,30000,580767,8412690,3120086,2455296,664790,120,요약별도재무정보,27.0757578719,699296
20161231,2016,1311110393725,85936,130090,86044,612455,855493,362482,493011,120,요약별도재무정보,136.0097880722,95365
20171231,2017,1311110393725,308897,130090,260407,1342840,1332039,622890,709149,120,요약별도재무정보,113.8481914944,296300
20181231,2018,1311110393725,29062,130090,50192,507325,2010953,673081,1337872,120,요약별도재무정보,198.7683503174,57556
20191231,2019,1311110393725,-17499,130090,12928,404725,2090426,686010,1404416,120,요약별도재무정보,204.7223801402,16017
20201231,2020,1311110393725,-258580,130090,-158958,465710,1484929,527052,957877,120,요약별도재무정보,181.7424087186,-158958
20161231,2016,1501110126636,235064,20000,155573,5353290,3035467,395668,2639799,120,요약별도재무정보,667.1752580446,155573
20171231,2017,1501110126636,470942,20000,371584,7004345,3833294,767253,3066041,120,요약별도재무정보,399.6127744042,376484
20181231,2018,1501110126636,414607,20000,93075,7190788,6702797,860327,5842470,120,요약별도재무정보,679.0987612849,160596
20191231,2019,1501110126636,352477,20000,163041,8618352,6691097,1023369,5667728,120,요약별도재무정보,553.8303388122,180902
20201231,2020,1501110126636,548878,20000,360919,11753575,7245441,1384287,5861154,120,요약별도재무정보,423.4059844526,436199
20161231,2016,1358110244558,-32848,10000,-15010,153314,84757,-48184,132941,120,요약별도재무정보,-275.9027893076,-15010
20171231,2017,1358110244558,-63090,10000,5883,302881,101145,-42300,143445,120,요약별도재무정보,-339.1134751773,5883
20181231,2018,1358110244558,28794,50000,24663,529564,100810,22363,78447,120,요약별도재무정보,350.7892501006,24663
20191231,2019,1358110244558,-17511,50000,15416,290386,146994,37780,109214,120,요약별도재무정보,289.078877713,15416
20171231,2017,1101114536665,222242,1169975,220624,2574853,2579959,994687,1585272,120,요약별도재무정보,159.3739538166,220624
20201231,2020,1101114536665,348049,1239142,297477,7474446,6741280,3997538,2743742,120,요약별도재무정보,68.635795332,389720
20171231,2017,1412110073167,-52,20,-52,32,57,-279,336,110,요약연결재무제표,0,-54
20181231,2018,1412110073167,304,20000,-2965,96188,106008,-281873,387881,120,요약별도재무정보,-137.6084264899,-2965
20191231,2019,1412110073167,55019,20000,40017,792789,138692,-241856,380548,120,요약별도재무정보,-157.3448663667,40017
20201231,2020,1412110073167,363934,176000,342530,1858494,491182,360674,130508,120,요약별도재무정보,36.1844768405,342530
20191231,2019,1101115005239,35235,50000,37320,485659,187449,119029,68420,120,요약별도재무정보,57.4817901519,40921
20171231,2017,1101113689564,-1676111,3020456,-1743951,337579,2958530,1775385,1183145,120,요약별도재무정보,66.6416016807,-1743951
20181231,2018,1101113689564,-876284,3399028,-836030,1046524,4011664,2926104,1085560,120,요약별도재무정보,37.0991598384,-836030
20191231,2019,1101113689564,-587512,3514412,-746971,2181811,6375730,5337862,1037868,120,요약별도재무정보,19.4435150253,-746971
20161231,2016,1101114456897,192,222,194,1443,1677,779,898,110,요약연결재무제표,115.28,194
20171231,2017,1101114456897,25,222,10,1720,1875,789,1086,110,요약연결재무제표,137.64,10
20181231,2018,1101114456897,16,222,10,1518,1624,799,825,110,요약연결재무제표,103.25,10
20191231,2019,1101114456897,134,222,116,1630,2094,915,1179,110,요약연결재무제표,128.85,116
20201231,2020,1101114456897,1065,222,882,3184,2861,1697,1164,110,요약연결재무제표,68.59,979
20181231,2018,1311110325760,199787,200000,316657,1274217,1018193,925912,92281,120,요약별도재무정보,9.9664978961,325050
20191231,2019,1311110325760,129626,200000,99911,1107448,1226478,1025823,200655,120,요약별도재무정보,19.5603919974,146686
20201231,2020,1311110325760,144872,200000,155090,1269178,1412489,1180913,231576,120,요약별도재무정보,19.6099119918,168983
20181231,2018,1311110509760,-82420,100000,-79271,421622,319850,30727,289123,120,요약별도재무정보,940.9411917857,-79271
20191231,2019,1311110509760,3826,350000,8665,1354409,732990,289393,443597,120,요약별도재무정보,153.2853248005,8665
20161231,2016,1101112854431,2037,530,1724,43007,18819,5114,13705,110,요약연결재무제표,267.99,2110
20171231,2017,1101112854431,1853,530,1441,43686,24758,6462,18296,110,요약연결재무제표,283.13,1883
20181231,2018,1101112854431,2704,529,2821,68828,26183,9171,17012,110,요약연결재무제표,185.5,3029
20191231,2019,1101112854431,1951,529,2247,63972,30435,11119,19316,110,요약연결재무제표,173.72,2449
20201231,2020,1101112854431,1560,530,1377,77033,32429,12300,20129,110,요약연결재무제표,163.65,1572
20161231,2016,1311110403178,33716,100000,34211,1312421,749672,154247,595425,120,요약별도재무정보,386.0204736558,35053
20171231,2017,1311110403178,46374,100000,40886,1195168,479337,195134,284203,120,요약별도재무정보,145.6450439185,42746
20181231,2018,1311110403178,9864,100000,16409,1335301,498872,211544,287328,120,요약별도재무정보,135.824225693,16409
20191231,2019,1311110403178,29076,100000,31199,1400452,597971,242743,355228,120,요약별도재무정보,146.3391323333,32449
20201231,2020,1311110403178,70,100,75,2698,690,318,372,110,요약연결재무제표,116.98,77
20191231,2019,1311110569938,77807,10000,68198,271786,294865,78198,216667,120,요약별도재무정보,277.0748612496,77808
20201231,2020,1311110569938,76929,10000,67036,857557,558926,145234,413692,120,요약별도재무정보,284.8451464533,75321
20181231,2018,1358110337353,0,100000,0,0,111938,108490,3448,120,요약별도재무정보,3.1781731035,0
20191231,2019,1358110337353,-76153,100000,-73628,83749,39254,34864,4390,120,요약별도재무정보,12.5917852225,-72746
20201231,2020,1358110337353,-1420,100000,74,116846,51405,34938,16467,120,요약별도재무정보,47.1320625107,74
20181231,2018,1244110286931,48462,28861,48461,764984,94872,28861,66011,120,요약별도재무정보,228.7204185579,48461
20191231,2019,1244110286931,74463,39851,69037,1141333,115533,39851,75682,120,요약별도재무정보,189.9124237785,69037
20201231,2020,1244110286931,73567,105030,65179,967981,487082,105030,382052,120,요약별도재무정보,363.7551175854,65179
20161231,2016,1201110640872,35,180,31,141,363,163,200,110,요약연결재무제표,122.7,31
20171231,2017,1201110640872,-16478,180000,-23103,116873,441830,139959,301871,120,요약별도재무정보,215.6853078401,-23103
20181231,2018,1201110640872,-47727,180000,-57675,198036,468849,82285,386564,120,요약별도재무정보,469.7867168985,-57675
20161231,2016,1211110170307,437,200,350,6319,5388,1805,3583,110,요약연결재무제표,198.5,390
20171231,2017,1211110170307,162219,200000,87055,5773273,6252717,1891892,4360825,120,요약별도재무정보,230.5007368285,87055
20181231,2018,1211110170307,492,200,390,7607,5643,1674,3969,110,요약연결재무제표,237.1,390
20191231,2019,1211110170307,723139,200000,695337,9376901,6619042,2405023,4214019,120,요약별도재무정보,175.2174095632,695337
20201231,2020,1211110170307,783,200,741,9999,7692,2038,5654,110,요약연결재무제표,277.43,741
20161231,2016,1201110797350,93778,50000,90726,974450,1140170,140725,999445,120,요약별도재무정보,710.2114052229,90726
20171231,2017,1201110797350,282882,50000,260676,2961584,1194277,401402,792875,120,요약별도재무정보,197.5264198982,260676
20181231,2018,1201110797350,257604,50000,240100,2400739,1309620,641502,668118,120,요약별도재무정보,104.1490127856,240100
20191231,2019,1201110797350,194575,50000,188239,1717853,1366180,829740,536440,120,요약별도재무정보,64.6515776026,188239
20201231,2020,1201110797350,177,50,187,1771,1441,1017,424,110,요약연결재무제표,41.69,187
20161231,2016,1246110247161,21672,200000,30084,274619,392291,373828,18463,120,요약별도재무정보,4.9389023829,30084
20171231,2017,1246110247161,17413,200000,25092,298895,421182,395277,25905,120,요약별도재무정보,6.5536320099,25092
20181231,2018,1246110247161,2672,200000,11564,136033,437305,401029,36276,120,요약별도재무정보,9.0457298599,11564
20191231,2019,1246110247161,-31599,200000,-23667,78020,394156,375356,18800,120,요약별도재무정보,5.0085785227,-23667
20201231,2020,1246110247161,5843,200000,14625,379300,415756,389981,25775,120,요약별도재무정보,6.6092963503,14625
20161231,2016,1201110353392,123646,50000,113476,1580251,1183393,1055122,128271,120,요약별도재무정보,12.1569827944,127412
20171231,2017,1201110353392,130052,50000,115772,1677821,1237364,1170893,66471,120,요약별도재무정보,5.6769491319,126165
20181231,2018,1201110353392,-34534,50000,-32471,1154815,1199666,1138422,61244,120,요약별도재무정보,5.379727377,-32471
20191231,2019,1201110353392,4063,50000,18120,1623139,1359198,1156542,202656,120,요약별도재무정보,17.5225802435,18120
20201231,2020,1201110353392,-156333,50000,-107165,1363563,1286540,1049378,237162,120,요약별도재무정보,22.6002450975,-107165
20191231,2019,1201111108803,29,20,25,486,20,20,0,110,요약연결재무제표,0,25
20201231,2020,1201111108803,48613,50000,41011,379697,550305,90820,459485,120,요약별도재무정보,505.9293107245,48011
20201231,2020,1201111055880,74,200,68,390,382,268,114,110,요약연결재무제표,42.54,74
20201231,2020,1201111067570,34,100,36,142,143,136,7,110,요약연결재무제표,5.15,36
20161231,2016,1201110408600,38335,150000,41583,253343,345513,265672,79841,120,요약별도재무정보,30.0524707157,46133
20171231,2017,1201110408600,-7308,150000,3349,129941,328424,269021,59403,120,요약별도재무정보,22.0811758189,3999
